X,Y
227.3442946803275,476.32379567655124
262.6223749130011,471.40387768189896
179.31489280496731,470.7240831595811
277.71012194898947,198.1663773496155
332.772091437774,196.86217534661083
326.0912860711035,377.1373854034962
266.24757109294876,332.21106017817556
379.80473231442,271.7652604226767
381.9942258273304,257.1868121287509
427.9816728033378,397.2193062042591
164.46078132004592,387.5051699433567
218.64458603680507,83.37254947344762
49.23372626446273,373.3242699737812
394.87184113840397,269.2882620795327
202.1903532316181,142.12945000974108
318.6366071093107,414.43953248200756
375.75903594748075,439.9566774401306
338.4160073709401,328.12941118993086
230.21272226444933,450.568224972993
369.39606646021207,433.73530491451623
109.5308041107972,445.6319530156785
105.82997394036721,310.51738896096754
365.9995390053306,166.56498093096275
222.62148860000107,371.7434255519251
438.13571875828353,440.88662471096
404.3071764233328,236.19850482020323
408.44613894968137,427.90538825131324
290.5575653606103,312.0343494426853
230.8685494018153,350.7075882949835
233.04490587429035,172.73279714525762
317.14344058093786,109.8034894879367
29.068470874933965,411.3445579592795
111.46149777327832,455.9520766792515
130.63471551870308,204.43152131936702
180.83059674799858,79.72671819196327
441.96258768124704,351.08376302305146
411.7979756874764,140.55049671534277
412.74313489549905,105.17354797255389
264.38399290820615,389.32375892826855
298.77868266155787,363.9079728402108
153.9319480040897,364.4985840012144
375.4819006228487,359.4148325887161
123.51924469462853,155.0709204102162
347.3212942040353,159.34402810555667
192.93675215764128,340.9520439865796
143.63920598913836,231.11804147662016
329.8917031254903,421.1474530856944
88.00497409138592,257.8669358305561
425.8000590608924,190.68946743080954
253.59504397898448,160.94987527794174
143.84979819387866,465.2481894597063
222.33256775340774,165.9769050115558
309.9046031906869,358.1924712616676
442.47675952055727,403.4868826617508
60.997698496150655,94.3325423837274
365.7968214771937,424.7012176866256
306.738842818435,152.08017752205757
363.6825829342844,262.54089134869326
384.28389481323757,344.86837927802173
312.11676189626684,277.2070749997743
428.04834987138224,350.0752931065374
255.6254001851293,242.71530156471167
375.35605747984533,233.79065386695805
175.02042448128188,423.1592045283917
397.94960946507865,75.60358004125139
327.44760797543296,183.30715357416054
82.2346339315908,115.29675637237452
201.3126988760267,380.48200388145415
410.5101831815427,223.1018143822118
46.48119041525901,363.7589482033041
386.53714752001775,429.5024016111353
342.61713399183446,81.97258301249913
99.05313812567964,465.23095405662247
385.7543945366563,153.93816835405013
285.0699831491418,138.8296879320175
249.5053398821622,332.30636179096666
127.15695808471705,224.94514053382835
438.9476405680517,257.62852023179835
233.59346560447082,148.20594886976167
397.4812086362571,315.60791233852063
347.36070792434487,390.0417740341256
237.94839543569657,209.54373768618603
160.13384879481336,166.24919681035553
199.43646773181283,250.00460000351285
