X,Y
177.90327416530775,144.49070515057343
458.61705342699946,447.4508969603229
194.6881206944917,86.86691057602482
26.839033300565738,239.51988540592947
170.20907258155864,85.82021169572184
70.31435865511229,40.557837818312386
376.2011378891701,58.98097906233786
128.13118945298996,111.51399414547237
69.7919690918946,384.85715406014464
419.8149421068108,115.57418557658087
134.8040386904022,37.12063561878862
122.03348995272574,440.5206980715328
426.4671405136369,291.52380130723185
55.69647427226938,144.72866940356988
396.6633558509906,52.89870562067189
295.58728292505947,141.4691735822852
327.2892132761172,422.55041711336685
149.99774109485028,238.22245791078916
222.48335357672738,443.8201468546062
38.20115100638761,285.38703524917554
195.7146622056731,285.31971429742197
135.95501155885734,233.19366071841498
101.48218403742872,114.05834657930684
337.6328259998315,161.6107744572025
201.96758575498387,328.9535894696213
148.8246309050222,120.2095539223052
454.1433642315273,206.2372035121331
168.29523431494533,316.15470867670746
382.70652437448103,129.1046589159688
466.2618713198324,141.82944038442454
432.5213450960623,33.27822825467239
460.39771485133537,400.4571490299561
62.9223523810426,458.3090661221306
214.56226299372364,302.2523864373117
215.50975355483524,151.93660874189206
173.94549481547284,383.62509390577577
393.529189949679,301.07516658612974
445.4731607719453,128.31654511524548
73.79568335683186,103.00820937959462
413.8242204270804,374.5587450979508
454.41435336873167,31.117897284694102
338.93472275695564,226.2251934377611
150.00419444424256,387.27684858658466
112.28495115266516,56.73660149106949
199.22746382621116,168.6324605383004
39.74137512053223,298.40133808773817
100.20152170351189,460.7698874722764
463.1262699387037,194.2411391541975
142.04850202461108,245.04625116365952
321.1962368651943,357.7550482170756
131.51282378497606,298.3955805042833
121.94575907293007,217.95494074668517
169.09778059303358,147.01818445336963
183.43709090869822,114.82092191449016
421.40489745645556,254.63989990176617
257.65918222552546,441.7234128217012
256.1534363361808,344.3562600631995
281.8406055361441,182.25079569824413
204.5759881303884,120.58729491578893
455.1925401536263,83.51262707409632
170.32662635435577,133.95486434734607
49.845841125786784,352.3054778032862
57.074926932081034,349.028155032458
385.5125243492255,397.3367548232698
438.5325823054957,113.9702848142197
404.8482642888103,175.89662760323236
400.79860176319204,285.69597489009175
386.1812480915764,141.73983455373371
236.14316303653675,240.88986993114352
420.38465601098284,447.83386266966477
385.2301608180632,81.37325105355326
452.4276006464275,426.0736231016995
339.60982688573586,312.7085346378055
445.03254456128457,31.75515821779668
260.5012309059991,192.13957625300327
274.7784506218584,346.18574648283504
73.77115111094056,334.2367967176503
25.100391912880006,77.35847416174929
107.4139498426333,390.98745287307077
257.0884902522745,332.9568954549139
296.69425755670414,60.57785084494397
233.62519588580332,197.84450037994853
235.72466093117026,250.7391918000426
88.45598139566427,191.07611283002322
243.74770033153112,455.42125939122826
356.09938673477245,223.98085778147663
