X,Y
68.31592449042486,181.98015311673942
53.447709113250475,102.39862965842923
383.7855625768192,116.73255137688028
159.74781730336997,103.86000225392317
133.03094317987367,322.0983747469112
386.47671255754767,322.7561544814846
101.99483412188829,247.39066607004565
425.673170547775,402.185325044524
264.7664301441445,269.0111943241111
249.05375563595288,252.92341006943857
146.97460072290278,72.13059422936776
233.80454962348213,144.0850751672394
351.1320011947533,400.27871472353667
216.62396211267446,59.13056418548986
224.2722894278633,161.82444831450036
166.56626901295823,241.82137446861094
142.20534330443058,366.6122202294779
338.285120256339,109.58004728171913
341.55882526890593,55.76000149389133
191.9385109251921,196.7543002355073
124.1870288980385,321.65091970042374
207.84679813012607,222.6627222564769
246.38272761950205,132.91950434503264
309.021522980798,385.79860510353916
408.5427138809988,242.04203256796816
77.47933233669677,74.83454959718911
162.56760151733175,431.89764710972975
124.19776613464339,294.9349696627823
228.3456034119365,105.0640850528532
310.5053189840623,216.96415424727428
282.1127773810548,275.2532030969191
225.4794893290174,183.9089147109489
308.7315656360175,175.40651002552957
167.53275966722444,186.77556992994812
301.56772511839426,345.6359215153753
408.57597422404274,440.67479369631957
41.846774511527116,34.82069183049054
106.03616056161908,171.94162011621253
14.909077147751729,290.20040092036123
28.9269944410072,289.59902735301654
355.4384376896654,357.51317075294963
46.72581404317896,232.31619367889
394.47012501565473,232.40142934571804
125.6544077068178,360.0963936697797
163.73252614145972,137.91422654032598
274.96451727699576,275.58896809085877
234.99418066796795,180.43211384489143
105.56904389504159,413.63595529612485
167.15461750444882,196.6706938785332
66.02732415406777,40.28638899112262
363.9511179742009,299.5038363536631
298.6074566731612,213.57222336999024
383.32022097314405,155.56217439065688
67.37774553023293,375.97334127324564
131.0868622140726,340.6378257093458
81.03260300539343,300.39158504192625
44.98235005212617,34.514379979581996
120.97835094341602,306.97050760257423
339.83111471882836,316.6158992878544
124.58967262377233,143.28947757388642
353.7934969780946,62.44947547465954
80.43333719768508,287.1091338300985
243.5024323553703,36.952550969677475
262.1240359873428,172.71002758828365
286.1689563704345,158.9684328493344
16.35425024981207,432.44673978828547
358.83926167920214,446.7555759868444
129.0458038877397,425.83364085810166
224.6981945346967,282.76554117935973
306.1695956558638,188.59102942894302
423.23915347748374,372.8906043925023
320.2403448828857,67.66065848427121
428.2470911088184,309.50087066014726
137.69761975520038,301.0229483855701
338.3466601219321,294.6263724736406
199.94976524801493,333.1827024947069
377.06146844004957,364.58015356932407
166.97623704722693,371.2720572422725
91.3626549449513,429.83447608188794
180.2652655074785,368.31895281379366
423.16593814942934,434.47275207776204
21.33296987847433,175.30695887261425
422.1868075270227,269.0840048389133
51.24717944591061,345.8207930336791
330.0913350179241,219.55997330799272
187.57012400336487,357.4905387641895
48.822086430543294,303.60602958361324
176.07820388822577,390.7517873790646
118.40088238827582,395.04803672129617
112.33116569247136,150.07412257607984
106.90960275908425,364.0940988058457
310.9543895946662,401.51185374255067
118.2452605241603,106.9252257105874
202.98589491211462,201.63201552020976
238.84423289659674,429.2863256564075
348.33079599623267,439.29300970949015
21.932022753674953,218.34598651083695
347.9891225358938,365.7545541822043
408.15086325765503,348.5520853196045
331.0280140014903,237.2014476282909
